﻿﻿﻿﻿﻿﻿﻿﻿코 드 번 호,제  목,지은이,출판사,대출여부,대출자,장르,상태,기타
905026,한국의 레저보트산업과 마리나의발전을 위한 해양관광 정책에 관한 연구,"이승우,김성귀,이종훈,홍장원,이윤정,Henry Schwarzbach",한국해양수산개발원,,,기타,분실/확인불가,
905027,마리나관리론,지삼업,대경북스,,,기타,분실/확인불가,
905028,도시재생의도시디자인,김기수 김영훈,기문당,,,예술·문화·디자인,,
905029,토지이용계획론,"대한국토, 도시계획학회",보성각,,,기타,251105확인,
905030,"국토, 지역계획론","대한국토, 도시계획학회",보성각,,,기타,,
905031,주거단지계획과 도시경관,김영하,기문당,,,예술·문화·디자인,,
905032,부동산 세일즈 성공전략,안효빈,새로운 제안,,,경제·경영·자기계발,,
905033,아파트를 버리고 상가에 투자하라,이승주,예문,,,경제·경영·자기계발,,
905034,필립 코틀러의 퍼블릭마케팅,"필립코틀러,낸시리",위즈덤하우스,,,경제·경영·자기계발,,
905035,주택사업관련법령집,,사법행정문화원,,,기타,분실/확인불가,
905036,건축법령집,김수영,한솔,,,기타,분실/확인불가,
905037,부동산 마케팅론,심형석,두남,,,경제·경영·자기계발,,
905038,부동산 마케팅(전략과 기법),"서상혁,고종욱,이선영",경문사,,,경제·경영·자기계발,,
905039,부동산 마케팅,조광행,한현사,,,경제·경영·자기계발,분실/확인불가,
905040,신세기 마케팅관리론,함봉진,형설출판사,,,경제·경영·자기계발,,
905041,부동산광고 실무,안효빈,새로운 제안,,,경제·경영·자기계발,,
905042,필립코틀러 마케팅을 말하다,필립코틀러,비즈니스북스,,,경제·경영·자기계발,,
905043,불황에도 성공하는 부동산 투자전략,장인석,책이있는풍경,,,경제·경영·자기계발,,
905044,박경환의 상가특강,박경환,예문,,,경제·경영·자기계발,,
905045,"광장(Squares of Europe, Squares for Europe)",프랑코 만쿠조 외,생각의 나무,,,예술·문화·디자인,,
905046,조경디테일,이상석,도서출판 조경,,,예술·문화·디자인,,
905047,BIM,"이강,문현준, 권순옥 외",spacetime,,,과학·기술·공학,,
905048,현대 조경설계의 이론과 쟁점,배정환,도서출판 조경,,,예술·문화·디자인,,
905049,레인가든(RAIN GARDENS),Nigel Dunnett&Andy Clayden),도서출판 조경,,,예술·문화·디자인,,
905050,건축의 세계,조나단 글랜시 ,21세기북스,,,예술·문화·디자인,,
905051,죽기전에 꼭 봐야 할 명화1001,"하지은, 한성경 역",마로니에북스,,,예술·문화·디자인,,
905052,죽기전에 꼭 봐야 할 세계 건축1001,"박누리 정상희, 김희진 역",마로니에북스,,,예술·문화·디자인,,
905053,회계천재가된 홍대리1,손봉석,다산북스,,,경제·경영·자기계발,,
905054,회계천재가된 홍대리2,손봉석,다산북스,,,경제·경영·자기계발,,
905055,회계천재가된 홍대리3,손봉석,다산북스,,,경제·경영·자기계발,,
905056,회계천재가된 홍대리4,손봉석,다산북스,,,경제·경영·자기계발,,
905057,회계천재가된 홍대리5,손봉석,다산북스,,,경제·경영·자기계발,,
905058,記者가 본 韓國言論의 발자취 1,안병옥,"한국신문방송인클럽, 한국언론정보센터",,,사회·정치·행정,분실/확인불가,
905059,記者가 본 韓國言論의 발자취 1,안병옥,"한국신문방송인클럽, 한국언론정보센터",,,경제·경영·자기계발,분실/확인불가,
905060,"된다, 된다, 나는 된다",니시다 후미오,흐름출판,,,문학·소설,,
905061,덕혜옹주,권비영,다산책방,,,경제·경영·자기계발,,
905062,따뜻한 독종,서거원,위즈덤하우스,,,문학·소설,,
905063,박상진,문선희,책만드는집,,,사회·정치·행정,,
905064,누가 칼레의 시민이 될 것인가?,이계안,위즈덤하우스,,,경제·경영·자기계발,,
905065,진보를 꿈꾸는 CEO,"이계안, 우석훈",레디앙,,,경제·경영·자기계발,,3월 추천도서
905066,진보를 꿈꾸는 CEO,"이계안, 우석훈",레디앙,,,경제·경영·자기계발,,3월 추천도서
905067,땡큐! 스타벅스,마이클 게이츠 길,세종서적,,,경제·경영·자기계발,,3월 추천도서
905068,땡큐! 스타벅스,마이클 게이츠 길,세종서적,,,문학·소설,분실/확인불가,3월 추천도서
905069,토요타의 어둠,MyNewsjapan,창해,,,문학·소설,,3월 추천도서
905070,토요타의 어둠,MyNewsjapan,창해,,,문학·소설,,3월 추천도서
905071,돈 걱정없는 노후 30년,"고득성, 정성진, 최병희",다산북스,,,경제·경영·자기계발,,3월 추천도서
905072,돈 걱정없는 노후 30년,"고득성, 정성진, 최병희",다산북스,,,경제·경영·자기계발,,3월 추천도서
905073,재미,한상복,위즈덤하우스,,,경제·경영·자기계발,,3월 추천도서
905074,재미,한상복,위즈덤하우스,,,인문·철학,,3월 추천도서
905075,사소한 발견,"장현웅, 정희엽",나무수,,,인문·철학,,3월 추천도서
905076,사소한 발견,"장현웅, 정희엽",나무수,,,문학·소설,,3월 추천도서
905077,김연아의 7분드라마,김연아,중앙출판사,,,경제·경영·자기계발,,3월 추천도서
905078,김연아의 7분드라마,김연아,중앙출판사,,,문학·소설,,3월 추천도서
905079,변화리더의 조건,피터드러커,청림출판,,,문학·소설,,3월 추천도서
905080,프로페셔널의 조건,피터드러커,청림출판,,,경제·경영·자기계발,분실/확인불가,3월 추천도서
905081,꿈을 이루는 기술,안재성,제이에스팩토리,,,문학·소설,분실/확인불가,4월 추천도서
905082,디오니소스의 철학(1),마시모 도나 ,시그마 북스,,,예술·문화·디자인,,4월 추천도서
905083,디오니소스의 영혼(2),마시모 도나 ,시그마 북스,,,사회·정치·행정,분실/확인불가,4월 추천도서
905084,꿈꾸는 다락방,이지성,국일미디어,,,경제·경영·자기계발,분실/확인불가,4월 추천도서
905085,코스닥 비밀노트,김동하,한스미디어,,,기타,,4월 추천도서
905086,나는 아내와의 결혼을 후회한다,김정운,샘앤파커스,,,기타,,4월 추천도서
905087,여자도 여자를 모른다,이외수,해냄,,,기타,,4월 추천도서
905088,스물일곱 이건희 처럼,이지성,다산라이프,,,기타,분실/확인불가,4월 추천도서
905089,아름다운 마무리 ,법정,문학의 숲,,,기타,,4월 추천도서
905090,"그남자는 거기, 있었다.","2010,2009 경상일보 신춘문예당선 작품집",경상일보,,,과학·기술·공학,,
905091,안창호평전,"안병욱, 안창호 외",청포도,,,문학·소설,,
905092,"이봐, 해봤어?",박정웅,FKI미디어,,,문학·소설,,
905093,2009 법률실무를 위한 민사소송실무,한병호,중앙법률사무교육원,,,사회·정치·행정,분실/확인불가,
905094,신민사집행법,이시윤,박영사,,,문학·소설,,
905095,신민사소송법,이시윤,박영사,,,문학·소설,,
905096,만화 나홀로 소송,이용훈,아카데미북,,,생활·건강·실용,분실/확인불가,
905097,민사집행(부동산경매)의실무,윤경,육법사,,,기타,분실/확인불가,
905098,(아이폰과아이패드)애플의 전략,최용석,아라크네,,,과학·기술·공학,,2017-05-12/ 251021 반납확인
905099,타샤의 열두달,타샤투더,윌북,,,사회·정치·행정,,05월 12일
905100,파라다이스,베르나르 베르베르,열린책들,,,사회·정치·행정,분실/확인불가,05월 12일
905101,삼성을 생각한다,김용철,사회평론,,,문학·소설,,05월 12일
905102,착한인생 당신에게 배웁니다,박경철,리더스북,,,문학·소설,,05월 12일
905103,청춘불패,이외수,해냄,,,문학·소설,분실/확인불가,05월 12일
905104,(내일이 바뀌는 새로운 습관)잠자기 전 30분,다카시마 데쓰기,티즈맵,,,문학·소설,분실/확인불가,05월 12일
905105,알기쉬운 공익사업과 토지보상,정진용,부연사,,,경제·경영·자기계발,,2017-05-12/ 251021 반납확인
905106,이제 영어의 의문이 풀렸다,이진호,이강,,,경제·경영·자기계발,,2017-05-12/ 251021 확인
905107,먼나라 이웃나라-일본편 7,이원복,김영사,,,문학·소설,,05월 12일
905108,먼나라 이웃나라-일본편 8,이원복,김영사,,,경제·경영·자기계발,,05월 12일
905109,법정스님의 내가사랑한 책들,법정스닙,문학의 숲,,,사회·정치·행정,,06월 04일
905110,아불류 시불류,이외수,해냄,,,문학·소설,,06월 04일
905111,어디선가 나를 찾는 전화벨이 울리고,신경숙,문학동네,,,문학·소설,,06월 04일
905112,기적은 당신안에 있습니다,이승복,황금나침반,,,문학·소설,,06월 04일
905113,마켓3.0,필립 코틀러 ,타임비즈,,,문학·소설,,06월 04일
905114,오리진이 되라,강신장,샘앤파커스,,,인문·철학,,
905115,돼지꿈,오정희,랜덤하우스,,,문학·소설,,06월 09일
905116,상식파괴자,그레고리번스,비즈니스맵,,,인문·철학,,06월 09일
905117,고조선은 대륙의 지배자였다,"이덕일, 김병기",역사의 아침,,,문학·소설,,06월 09일
905118,수필,피천득,범우사,,,문학·소설,,
905119,무소유,법정,범우사,,,문학·소설,,
905120,바다의 침묵(외),"베르코르/조규철,이정림",범우사,,,인문·철학,,
905121,살며 생각하며,미우라 아야코,범우사,,,문학·소설,,
905122,"오, 고독이여",F.니체,범우사,,,문학·소설,,
905123,어린왕자,A.생테쥐페리,범우사,,,문학·소설,,
905124,톨스토이 인생론,L.톨스토이,범우사,,,인문·철학,,
905125,이 조용한 시간에,김우종,범우사,,,인문·철학,,
905126,목마른 계절,전혜린,범우사,,,문학·소설,,
905127,젊은이여 인생을,A.모르아,범우사,,,문학·소설,,
905128,채근담,홍자성,범우사,,,문학·소설,분실/확인불가,
905129,무진기행,김승옥,범우사,,,문학·소설,분실/확인불가,
905130,고독한 당신을 위하여,L.린저,범우사,,,문학·소설,,
905131,김소월 시집,김소월,범우사,,,인문·철학,,
905132,장자,장자,범우사,,,인문·철학,,
905133,예언자,K.지브란,범우사,,,문학·소설,,251023 확인
905134,윤동주 시집,윤동주,범우사,,,문학·소설,,
905135,명정 40년,변영로,범우사,,,인문·철학,,
905136,산사에 심은 뜻은,이청담,범우사,,,문학·소설,,
905137,애정은 기도처럼,이영도,범우사,,,문학·소설,,
905138,이브의 친형,김남조,범우사,,,문학·소설,,
905139,탈무드,M.토케이어,범우사,,,문학·소설,,
905140,노자도덕경,노자,범우사,,,문학·소설,,
905141,갈매기의 꿈,R.바크,범우사,,,문학·소설,,
905142,우정론,A.보나르,범우사,,,문학·소설,,
905143,명상록,M.아우렐리우스,범우사,,,문학·소설,,
905144,젊은 여성을 위한 인생론,P.벅,범우사,,,인문·철학,,
905145,B사감과 러브레터,현진건,범우사,,,문학·소설,,
905146,느티의 일월,모윤숙,범우사,,,문학·소설,,
905147,로렌스의 성과 사랑,D.H로렌스,범우사,,,문학·소설,,
905148,박인환 시집,박인환,범우사,,,문학·소설,,
905149,모래톱 이야기,김정한,범우사,,,인문·철학,,
905150,창문,김태길,범우사,,,문학·소설,,
905151,방랑,H.헤세,범우사,,,인문·철학,,
905152,손자병법,손무,범우사,,,경제·경영·자기계발,,
905153,소설·알렉산드리아,이병주,범우사,,,문학·소설,,
905154,전락,A.카뮈,범우사,,,인문·철학,,
905155,사노라면 잊을 날이 ,윤형두,범우사,,,문학·소설,,
905156,김삿갓 시집,김병연,범우사,,,문학·소설,,
905157,소크라테스의 변명(외),플라톤/최현,범우사,,,인문·철학,분실/확인불가,
905158,서정주 시집,서정주,범우사,,,문학·소설,,
905159,사람은 무엇으로 사는가,L.톨스토이,범우사,,,문학·소설,,
905160,불가능은 없다,R.슐러,범우사,,,인문·철학,,
905161,딸깍발이,이승희,범우사,,,문학·소설,,
905162,몽테뉴 수상록,M.몽테뉴,범우사,,,인문·철학,,
905163,박재삼 시집,박재삼,범우사,,,문학·소설,,
905164,노인과 바다,E.헤밍웨이,범우사,,,문학·소설,,
905165,향연·뤼시스,플라톤,범우사,,,문학·소설,,
905166,젊은 시인에게 보내는 편지,R.릴케,범우사,,,인문·철학,,
905167,아버지의 뒷모습(외),주자청/허세옥,범우사,,,문학·소설,,
905168,현대의 신,N.쿠치키,범우사,,,문학·소설,,
905169,별·마지막 수업,A.도데,범우사,,,인문·철학,,
905170,인생의 선용,J.러보크,범우사,,,문학·소설,,
905171,브람스를 좋아하세요,F.사강,범우사,,,인문·철학,,
905172,이동주 시집,이동주,범우사,,,문학·소설,,
905173,고독한 산보자의 꿈,J.루소,범우사,,,문학·소설,,
905174,파이돈,플라톤,범우사,,,문학·소설,,
905175,백장미의 수기,I숄,범우사,,,문학·소설,,
